,original_id,sequence_length
4cd2162d6ee8656ca124eccf909348bd,SMED3_DN1313_c0_g1_i11.p1,4066
7a2ba604df730da15765db9d0b777cd9,SMED3_DN14307_c0_g1_i14.p1,4058
62367e8744736f7341762e1cb73b95bd,SMED3_DN1374_c0_g1_i19.p1,4008
25701ced1d9a63f5eb0feab778894917,SMED3_DN66_c2_g3_i1.p1,4006
de90d9870234ef30e5d3f9ccc2fe9a32,SMED3_DN2989_c0_g1_i3.p1,3993
2446ebfd64e69ffb921cdd715befc3ad,SMED3_DN21191_c0_g2_i2.p1,3969
db54f726f1e11ab2bb42fe2a1561f933,SMED3_DN2578_c0_g1_i1.p1,3950
877e91299d3ea2e50b501a7b05a61475,SMED3_DN4146_c0_g2_i1.p1,3932
05226974d10039f25ed7f9d80e214430,SMED3_DN16_c0_g2_i1.p1,3909
74b075993f5384159eed90d9f77c24db,SMED3_DN2133_c0_g1_i55.p1,3896
50f9c17c7f01b5d80e1c77ddd417acca,SMED3_DN7523_c0_g1_i5.p1,3895
e451e9d7c29a4c987f866f087cf23c21,SMED3_DN15381_c0_g1_i5.p1,3812
6c3656bb023e884ba9c1c4f8a7f60c05,SMED3_DN2492_c0_g1_i1.p1,3783
f55e4d5bbbc698414fcfc17132999ee0,SMED3_DN5910_c0_g1_i8.p1,3753
84d84f9d30c400c2c07bc6e0c6b49239,SMED3_DN150_c1_g1_i7.p1,3721
6bca2ce68474d84176d3b2b3022549e7,SMED3_DN5934_c1_g1_i13.p1,3707
8556ece669b61bb175e5cbb2ac18f7bd,SMED3_DN36796_c0_g1_i2.p1,3681
395c989d2f53f576543fd023bdff72d1,SMED3_DN637_c0_g1_i4.p1,3678
646e6b5c51788064e0c9b6f854076e3f,SMED3_DN31950_c0_g1_i8.p1,3599
ef10a19c6cf658bfa5bca26229e3d310,SMED3_DN4006_c0_g2_i4.p1,3598
90775cab7e170095dc7a93bc273ad7ad,SMED3_DN19193_c0_g3_i1.p1,3590
17bd7434bb29d18f83f19076c0ca308b,SMED3_DN9657_c0_g1_i8.p1,3583
ad1d0356ad8a36a1453e252c78aaeb19,SMED3_DN4617_c1_g1_i1.p1,3582
cb183826296e2d59dc72a71750813571,SMED3_DN736_c0_g1_i23.p1,3562
1acda4c02498bf0cad5de14de8687e8f,SMED3_DN473_c0_g1_i15.p1,3516
2b498ff5bde29d4eab52f59e1ced5ec5,SMED3_DN866_c0_g1_i26.p1,3501
03635746ec48467a8b3eb8e9fda0935c,SMED3_DN3026_c0_g1_i17.p1,3390
2417c3249cb9c94da9d982a274bde103,SMED3_DN3785_c0_g2_i1.p1,3350
7863edacc92bb675d82ccc88477a40be,SMED3_DN1156_c1_g1_i6.p1,3321
252e45e0118b3702c32a88a7fed35332,SMED3_DN3051_c0_g1_i17.p1,3285
850d57e0465d2d526f46b87a56b7bd01,SMED3_DN4019_c0_g1_i9.p1,3262
1081aace5873e4c1aa417ab282095e5f,SMED3_DN11307_c0_g1_i17.p1,3245
512031c56e3dd5d2318a6467f364c3a8,SMED3_DN1544_c2_g1_i7.p1,3235
476baa38e2e2b3b8b4af1d58dc88d8f2,SMED3_DN2119_c0_g1_i2.p1,3218
2e41edb68066e5376d59ded1ed7990b7,SMED3_DN5110_c0_g1_i4.p1,3181
ca6c73e50bcae24e21f1d5b8ed98e47e,SMED3_DN3082_c0_g1_i4.p1,3149
7bb54f1bcfd838b47d2f02214a2b5527,SMED3_DN13135_c0_g1_i6.p1,3138
2b79602a88327c91691ee5bae2dda6ce,SMED3_DN1299_c0_g3_i4.p1,3079
59352c2d162bdb0214c77e48fe96b009,SMED3_DN6512_c0_g1_i24.p1,3045
d093060bac78a14be52bf0421b259e16,SMED3_DN7123_c0_g1_i1.p1,2985
2063de745923f158aec0fed90bf7ae87,SMED3_DN5489_c0_g1_i11.p1,2981
044ce16d99ae103dde1a2b4f8b7d358c,SMED3_DN2440_c0_g3_i2.p1,2943
4c70e0b54fcad9b3214c9c5db9642232,SMED3_DN597_c0_g2_i1.p1,2913
09d79e9d9cd4443d623d1cad1c2e1992,SMED3_DN9463_c0_g1_i13.p1,2867
de6acca98e4aff707872a5d8096fecb0,SMED3_DN32504_c0_g2_i4.p1,2866
b4e247ca6e08ae9124337059675023bd,SMED3_DN369_c0_g2_i14.p1,2837
cec3da02d030971e4780d97976f6dffe,SMED3_DN5687_c0_g1_i1.p1,2816
f772639769cfb4f102b47e22dac2517c,SMED3_DN6392_c0_g1_i1.p1,2813
35d87a62db699a43b235e522fcdf3759,SMED3_DN301_c0_g1_i14.p1,2785
e9bed8ef611f0cb1538696d4bbea0cfd,SMED3_DN181_c5_g1_i3.p1,2771
9e9eda2fa662b1454016bedef0a19bf6,SMED3_DN3501_c0_g1_i1.p1,2768
04a963fc1836cd64f659126dc905c03a,SMED3_DN43968_c0_g1_i5.p1,2768
26a8253c5bc26214ebe02166aedba75c,SMED3_DN2712_c0_g1_i1.p1,2767
9fc454447cd190f862425e5b711fa52c,SMED3_DN29319_c0_g1_i1.p1,2728
0a12c54e81dc164bee9c943d1cd9da44,SMED3_DN6489_c0_g1_i28.p1,2709
5cd77e100c65c491cefb1be67d53426a,SMED3_DN19086_c0_g2_i1.p1,2681
efc9994a2f529461c5e25c2b830587d9,SMED3_DN1260_c0_g1_i3.p1,2674
872ba050816b76c9112a51506646c590,SMED3_DN1548_c0_g3_i10.p1,2640
1617b6160daa6c6bee9cd6756b091bad,SMED3_DN2144_c0_g1_i12.p1,2628
91edc3b08d5afc6dc295017b81505171,SMED3_DN5663_c1_g2_i17.p1,2613
2e6387926c8b16f1bef6ebf6114818ec,SMED3_DN847_c0_g2_i7.p1,2596
c4f6175beae2ff0a4172da4584cfe1c0,SMED3_DN30930_c0_g2_i4.p1,2591
c8477380b6a416278697321ebe764a40,SMED3_DN1471_c0_g1_i1.p1,2589
f83e39a98237e3f199f565a202a408bc,SMED3_DN4632_c0_g1_i5.p1,2565
c6116aa1bd9c2b6e20ac0480f316570c,SMED3_DN10246_c0_g1_i10.p1,2546
9fc6a95355792a05514293cf3ec9ee14,SMED3_DN474_c1_g1_i2.p1,2534
8a497a9970da6c4aecaffd5783216c8f,SMED3_DN5663_c0_g1_i13.p1,2519
5cced760d84465eedfaf42490658b613,SMED3_DN35237_c0_g1_i4.p1,2519
a97d1d88bf8644dc2bf5c0220f276afd,SMED3_DN22029_c0_g1_i2.p1,2510
ffda497b9d3abce3300b4764c840087c,SMED3_DN66_c1_g1_i1.p1,2507
26aec920a32e81264a324986da2f9b60,SMED3_DN6775_c0_g1_i30.p1,2482
f60a0cf1c7cb5efd67dd8a38fe9d8c5f,SMED3_DN4412_c0_g1_i5.p1,2472
4dfab640508b6bcb62efeb901a0a90a0,SMED3_DN66_c2_g1_i1.p1,2472
ea1f3427aceed1922854f51c68528561,SMED3_DN1389_c0_g2_i7.p1,2471
97a9a6b1602f727863b5fe778a2cbd53,SMED3_DN5740_c0_g2_i10.p1,2470
3b958b28963114d0bb57dcecc31c7a81,SMED3_DN2620_c0_g1_i34.p1,2468
c70aa699ccd437497c6e7396b9f8046d,SMED3_DN1066_c0_g1_i13.p1,2461
2a6670ec2434f408ae843648c59da3b2,SMED3_DN6103_c0_g1_i14.p1,2460
c8c32f2070f48ee523a6a8af086cd1b6,SMED3_DN5235_c0_g1_i7.p1,2450
02fc26e05da58fccf6c7d428c16d9f5d,SMED3_DN2129_c0_g1_i5.p1,2430
087a75a7f67a1e1ea7de143434071ad2,SMED3_DN2789_c0_g1_i8.p1,2428
265fc5325c6392cb65865fcad4e26a2b,SMED3_DN58677_c0_g1_i3.p1,2427
560881467096a48fdc12c21f38bb82f3,SMED3_DN20152_c0_g1_i18.p1,2425
273e003225e0652f3ec4af918f00596a,SMED3_DN809_c0_g1_i33.p1,2421
59422f45cdc7e7e67290cd679fce03a8,SMED3_DN20748_c0_g1_i4.p1,2408
0819240bba899ae679d4d6f583876dc5,SMED3_DN12040_c0_g1_i8.p1,2406
47fb17f80560fe7687de38947edf8833,SMED3_DN42008_c0_g1_i6.p1,2405
5962c172dcc703b8ba148cc355c84466,SMED3_DN2273_c0_g3_i1.p1,2402
55a579c0738711cc2e6f1d266949d05c,SMED3_DN11891_c0_g1_i14.p1,2397
0556b5910f38aa754a707a97e84e33bd,SMED3_DN13172_c0_g1_i6.p1,2385
932cc69afa7cd2be7b91fdb62b963c42,SMED3_DN8372_c0_g1_i3.p1,2379
044a59b360c9bc628a5bb0352ca063cc,SMED3_DN13204_c0_g1_i10.p1,2379
f7af3344be0ebd1b913ade637663076d,SMED3_DN1740_c0_g1_i23.p1,2378
009af577375883e4eafe7e22028121ab,SMED3_DN3565_c0_g1_i2.p1,2376
a55f60b6e6964b01610f3be64c9a0b78,SMED3_DN26466_c0_g1_i2.p1,2372
e6330d182dee48a09b875069428535ed,SMED3_DN10833_c0_g1_i6.p1,2367
c35e9be350aca1c9781d4d0835ad459c,SMED3_DN2382_c0_g1_i20.p1,2351
06e0f3e09f84e6666e287dbb5c657201,SMED3_DN5999_c0_g1_i16.p1,2343
ce64d8338920ba8a8abb096814315413,SMED3_DN9724_c0_g1_i43.p1,2337
426ae83520761778c650bdc07c3c0d2b,SMED3_DN42291_c0_g1_i1.p1,2333
d7545d6d0961893d8a924f5094c614c2,SMED3_DN3047_c0_g1_i19.p1,2333
f624547e620a4085e1dfca7108e94fe5,SMED3_DN10309_c1_g1_i1.p1,2332
280a31d3a05e467c11b02ffa7e84a52c,SMED3_DN4141_c2_g1_i1.p1,2329
da2ef7ad9cfaf43d29f45faeaaa1723a,SMED3_DN2918_c0_g1_i2.p1,2324
f159817f54f66b16f59cd2f19b568816,SMED3_DN1565_c0_g1_i10.p1,2319
f278ce6f4cd3396c81e0ea4d35de377b,SMED3_DN4071_c0_g2_i1.p1,2319
20cb6732b525e0640e5899944714df8d,SMED3_DN396_c0_g1_i27.p1,2317
4db68142eef8e3f9e91e82b57052d82c,SMED3_DN767_c0_g1_i55.p1,2278
9f643533f0a346e2beef30504fb01a8a,SMED3_DN1014_c0_g1_i16.p1,2272
277799176828a8457525d4c223a8e511,SMED3_DN1251_c0_g1_i12.p1,2265
4f3252da4499de9757808af1576ce74b,SMED3_DN16141_c0_g1_i57.p1,2260
2a9f41d994394fbb21e885ec9d106a2c,SMED3_DN35382_c0_g1_i2.p1,2254
0b3299157f6319546d36cc04ae338498,SMED3_DN42299_c0_g3_i1.p1,2252
0112d6a14a477596832e8e164cfe37cb,SMED3_DN10532_c0_g1_i2.p1,2247
1c5a667f742f79edfedd024928f8d620,SMED3_DN801_c0_g1_i13.p1,2240
dffe190ea16bf8ca5f05e725db143f5b,SMED3_DN1648_c0_g1_i8.p1,2240
15af9cf9152bc98ef12090f4776b06ee,SMED3_DN11915_c0_g1_i3.p1,2237
b95f3c33d11d5b739414e15bee996046,SMED3_DN35858_c0_g5_i1.p1,2235
b19c74407a448a46ad7f8608ba763754,SMED3_DN3222_c0_g2_i1.p1,2230
111b8775c774d1b4c8f4db1d979965d9,SMED3_DN329_c0_g1_i11.p1,2230
3edfd907299e303d15e9e6d727b10d00,SMED3_DN50_c0_g1_i17.p1,2224
9453ce7346323d6e2c0996720f2b24d1,SMED3_DN3170_c0_g1_i11.p1,2212
8556195e70478d8c333905645bdc8f35,SMED3_DN4098_c0_g2_i1.p1,2205
b931bfe92060d1d5e5ffd27f99d1439f,SMED3_DN3758_c1_g1_i8.p1,2205
42959da9678423c6012064be1233c104,SMED3_DN2881_c0_g1_i5.p1,2203
347c6971908ae8321d430ff6fb572b22,SMED3_DN3402_c0_g1_i1.p1,2198
15a4d544e611e4119e643ab9daf995c1,SMED3_DN18751_c0_g1_i1.p1,2198
dc77bc77e18a46638f57ec346f198412,SMED3_DN219_c1_g1_i2.p1,2196
3e6ce708f72f0e25bf4b3e40e0671340,SMED3_DN5117_c1_g1_i13.p1,2186
87276790debfb3fe35896c4fa654c80d,SMED3_DN635_c0_g1_i3.p1,2164
d53768f9bcde5027f5d4f188d6ee0de9,SMED3_DN1629_c0_g1_i19.p1,2163
a9b15839871f8d8edfe7004f685dfe12,SMED3_DN3000_c0_g1_i7.p1,2161
c7216c479d256584841c13b4bf8fe10c,SMED3_DN15749_c0_g1_i1.p1,2160
d0d86963c1b002529adf8eb99892c91f,SMED3_DN7628_c0_g1_i1.p1,2158
e049075bd8e98a52ae47c421f2a44547,SMED3_DN3974_c0_g1_i1.p1,2151
df586c7d27ca86691026853488fc89fa,SMED3_DN75908_c0_g1_i1.p1,2142
d8548f4687b6a8de7934da59731cd671,SMED3_DN2631_c0_g1_i4.p1,2141
f10ad64397f9120c9eb4f4241e41b3bc,SMED3_DN1352_c3_g1_i5.p1,2141
cbb2fefd7cad7250eaa9e4606526a44d,SMED3_DN30630_c0_g1_i3.p1,2132
6d40604a6c5dba62a3d79d1c16e539ce,SMED3_DN28099_c0_g1_i10.p1,2129
63005028cb579ba5d6df77fe3e1cc017,SMED3_DN2402_c0_g1_i5.p1,2121
bda14df68565845b526866889bcf01f3,SMED3_DN1115_c0_g1_i27.p1,2120
e02b50021dc935afd399dc63366cd77f,SMED3_DN2534_c0_g3_i1.p1,2120
7276dbfd271fa1f41362fdde14b72ba6,SMED3_DN292_c1_g1_i1.p1,2115
749f7f54dec01dbc5af29548d4c71752,SMED3_DN2627_c0_g1_i4.p1,2107
11c40bc5eef6e86c3facf3830c2bcd35,SMED3_DN3350_c0_g1_i5.p1,2095
1c416d3fe684bf05db022d18a32e3893,SMED3_DN433_c0_g1_i12.p1,2092
61b2dea363c2e18b33e9a0bf8eaae04d,SMED3_DN2109_c0_g1_i9.p1,2090
74c02cbd9dfce5aa792564eda745801e,SMED3_DN22290_c0_g1_i4.p1,2086
9d0ead3652c0490299e9caf7e8b533a2,SMED3_DN1731_c0_g1_i1.p1,2086
6be3741a02aa7f52cea2d870753e0498,SMED3_DN10058_c0_g1_i61.p1,2082
53be397e1042e72f42d8009552ee7e5c,SMED3_DN6326_c1_g1_i1.p1,2075
88d7129ca7d81050a9556244461d025d,SMED3_DN6008_c0_g1_i1.p1,2071
2d88c13a98977e819d4883d8c784fcd8,SMED3_DN2637_c0_g1_i37.p1,2062
b5b81c7f51e41a83b32c4fd535c64d5a,SMED3_DN21840_c0_g2_i7.p1,2061
ea3a500b5f6156e05acdf22afce25a43,SMED3_DN6613_c1_g2_i2.p1,2059
efda48535d6dca6fb1b22d6a187b8d2b,SMED3_DN6039_c0_g1_i12.p1,2049
93de260244fc66f4db6f27a0798ae683,SMED3_DN2102_c0_g1_i13.p1,2046
7686244528ec0ddd54d2d090b343db75,SMED3_DN25902_c0_g1_i3.p1,2046
6e3b7a7a3612cd0d16c4da08dba24261,SMED3_DN1033_c0_g1_i21.p1,2045
b903ceb4ad3298c6aac9a935345c9ca1,SMED3_DN1287_c0_g2_i11.p1,2045
7089e8cfd46b929e608ff6dd6fb3ac50,SMED3_DN18884_c0_g1_i4.p1,2040
de59d3cf6eb8c975020cc75c87b086d4,SMED3_DN17600_c0_g1_i1.p1,2033
27a2bab5a657a2bcbbdfa071f71adb98,SMED3_DN2037_c0_g1_i3.p1,2032
e84c7a4c2fa472dfd3cb0ac6eb151ca7,SMED3_DN2546_c0_g1_i1.p1,2031
eabb196a2a98b6b6198c09399f87b67b,SMED3_DN6206_c0_g1_i9.p1,2028
aa36e0d6f726fc4f7e4673e44513b4b3,SMED3_DN3027_c0_g1_i3.p1,2028
9c1bcaa963a2e6cf87c050afec558741,SMED3_DN41634_c1_g1_i7.p1,2020
44f43319c3a2ec6d9030e3b55043d2a0,SMED3_DN696_c2_g1_i1.p1,2020
b95b04b4e9f96043aa70c9ad21aab955,SMED3_DN3417_c1_g1_i19.p1,2014
67fbc6161806149c7d4800146de5f8f6,SMED3_DN27143_c0_g1_i3.p1,2011
5fae63099fd3cba8b6a30e831191b2b9,SMED3_DN13522_c1_g1_i3.p1,2005
8e7e1c1803593a9431ed56aafef24dd9,SMED3_DN35278_c0_g1_i2.p1,2005
0212c11c5e3760ed2ba21f8dcaf2e0e6,SMED3_DN1426_c0_g1_i10.p1,2000
bf9f7164455dc06145fcd4c773dca10d,SMED3_DN33981_c0_g3_i1.p1,1996
250e40f72debf7c47ba710a47835b68b,SMED3_DN77109_c0_g1_i1.p1,1995
f6777aeca3b9f286410a0baa7ac5a5e1,SMED3_DN3039_c0_g1_i2.p1,1994
1c3af6d72f30d8ed61d8e47b78ed2c0a,SMED3_DN12286_c0_g1_i18.p1,1990
f396507e570b64b5bc54e4a9de4fd6aa,SMED3_DN4741_c2_g1_i9.p1,1989
9c0af04acc4bd4d79b11ce6b9db6d1e0,SMED3_DN2022_c0_g1_i11.p1,1987
933b5196b7dc3d147338f4ab82020901,SMED3_DN186_c2_g1_i13.p1,1987
4eb0fc4033b102ecb389bdbd27f0890a,SMED3_DN2111_c0_g1_i1.p1,1983
0faf24e705795647c66fb7b3496fb2c0,SMED3_DN78_c3_g1_i1.p1,1981
3163011ac49d5f8ddb80b8e25d6bad3b,SMED3_DN15343_c0_g1_i40.p1,1975
cd1ffb6291ce654490e33cc1ccbbe09a,SMED3_DN1607_c0_g1_i1.p1,1974
3e9ede4104c8941fae6fb73a11220ce1,SMED3_DN28462_c0_g1_i6.p1,1973
7a1602ee4fcf601879fbe3c1da256cbc,SMED3_DN10108_c0_g1_i2.p1,1971
a11db22d9c632bd85ee27f89478b59c9,SMED3_DN5831_c1_g1_i4.p1,1964
1861eb069809458673432cdd8b033818,SMED3_DN4729_c0_g1_i27.p1,1959
5d095c0469cb8f59191e8858501a0c77,SMED3_DN6823_c0_g2_i12.p1,1955
e145499ac714c2c658a5d972ca8f6e85,SMED3_DN6564_c1_g1_i9.p1,1945
19cd663cdefa2f5f394af1a733a69fba,SMED3_DN13932_c0_g2_i2.p1,1944
0e908053cadff2e750a19c4db0a6bece,SMED3_DN18438_c0_g2_i5.p1,1943
eba2e16d885f0b4f17fa7e4de6c3c661,SMED3_DN2742_c0_g1_i2.p1,1932
772fec3eb06b2c19f846c2ec8d992d60,SMED3_DN1885_c0_g1_i13.p1,1927
c0a5471cde70f4b016f2f4cae8cb7d70,SMED3_DN1771_c0_g1_i6.p1,1925
00e183ad212c778e58fe58a3a2f0cd8f,SMED3_DN3608_c0_g1_i3.p1,1919
58eddea44e9ba7d32b7c4ddf33ee42ac,SMED3_DN4686_c0_g4_i3.p1,1914
c7513203dac42dba6915dcee934ab874,SMED3_DN3885_c1_g1_i1.p1,1902
6f29f134a443d720b78db586a801c486,SMED3_DN14032_c0_g2_i9.p1,1892
2b4a5daf05c51a343cd131c01a5fcfc4,SMED3_DN1228_c1_g1_i6.p1,1888
076d93586307a1fc501b76c0987ffb30,SMED3_DN3094_c0_g1_i9.p1,1884
746fad030625721d9f0e76364b78b324,SMED3_DN1301_c0_g1_i4.p1,1883
343eb70b234210fb94306d8fabd76896,SMED3_DN9640_c0_g1_i19.p1,1881
c5af7802481bc5dad88bfb11baa3a84d,SMED3_DN2518_c0_g1_i10.p1,1877
4e22f9de44a81dd2880b909f3e503d30,SMED3_DN1176_c0_g1_i5.p1,1875
fa2295f31d66dc2913f8adaefcea431e,SMED3_DN6656_c0_g1_i2.p1,1873
066562206dbd4b0a881c4023b031d8aa,SMED3_DN7932_c0_g2_i13.p1,1869
b3ffb1b72945aabd120d3717371285cd,SMED3_DN1174_c0_g1_i42.p1,1869
cb041759534962cfcfc889e725b986aa,SMED3_DN32368_c0_g1_i3.p1,1866
14093cec2a87883327d433ba8eb49089,SMED3_DN1504_c1_g1_i4.p1,1865
c26b8baf6d3f8fc7b0596274ea21e573,SMED3_DN742_c1_g1_i6.p1,1864
8a95542b91569554964373b8fb183ef3,SMED3_DN7707_c0_g1_i2.p1,1860
0ccb53cd3ce8865a62f104a25049ed9b,SMED3_DN1136_c1_g1_i1.p1,1858
a802c1ce448d0936d0f0937f09bd21d1,SMED3_DN4881_c0_g1_i1.p1,1855
a8071cc3f3a6e8f89a63780bef09c730,SMED3_DN6421_c0_g1_i2.p1,1853
f86b2e848f5a1739304dd18b37962794,SMED3_DN8402_c0_g1_i8.p1,1849
c945cb1d86c87d33b6c69631595e2343,SMED3_DN53952_c0_g2_i3.p1,1849
cceadd5caf97b91cf73f4b5aadcbe3f7,SMED3_DN835_c0_g1_i2.p1,1847
6e5f4708da8cf4519a4bdb8ae122854e,SMED3_DN888_c0_g1_i6.p1,1846
f21cd583c02cf481352d1073e7c96eec,SMED3_DN29217_c0_g1_i11.p1,1844
278b14012be2bc3666042e9585317b33,SMED3_DN35260_c0_g1_i1.p1,1843
c92eff1c11c66d5feb14668393b4fa26,SMED3_DN34231_c0_g3_i3.p1,1841
d1f44a7bcf426ff1ed8d593c5447ca04,SMED3_DN25558_c1_g2_i1.p1,1839
07add09a390a97fb33c6415539aaaf10,SMED3_DN7652_c0_g1_i3.p1,1835
fa79b8f7c3c7aa423934e0255f445008,SMED3_DN2816_c0_g1_i5.p1,1834
63e3e7c44866b216eebf38c091582c02,SMED3_DN644_c0_g1_i6.p1,1834
62958d3dde2531789ca9c68559da86c3,SMED3_DN31_c0_g2_i3.p1,1830
892487ec201b773b05b324f896950b7b,SMED3_DN4615_c0_g1_i1.p1,1830
f2d80544014230ca792a729ab7d5fba7,SMED3_DN753_c0_g1_i7.p1,1828
dd591c95b0ff2282215fe3b8437da626,SMED3_DN5457_c0_g1_i2.p1,1826
0e471f8b7a16a2fb3b02c6ed475fbd91,SMED3_DN1779_c0_g1_i28.p1,1823
6472ede7a331d273c83a1bfde59c0685,SMED3_DN315_c0_g1_i7.p1,1821
9a7d2b0ef9c583bddeff0f0b38fa2b29,SMED3_DN5956_c0_g1_i15.p1,1821
fba6e13fd289e1190052d0cdc789b3a7,SMED3_DN9070_c0_g2_i7.p1,1819
46e022378cf3264a00ccb930e43d3e65,SMED3_DN2932_c0_g2_i1.p1,1815
5f2206d5aaa202a996414ec59c666196,SMED3_DN15163_c0_g1_i7.p1,1812
f2cdec8199613c30925d70b3be8cfc6d,SMED3_DN7263_c0_g2_i3.p1,1809
d3d0449539cd0906841e7f4073d63bad,SMED3_DN1694_c0_g2_i1.p1,1807
8af4f7eed43bf5ee8f4c938ab9c29c79,SMED3_DN5017_c1_g1_i13.p1,1807
21cff3370be748cc7e23505f5a4e5b7e,SMED3_DN5788_c0_g1_i1.p1,1802
2833a3eda31754d341aa0e17f90da351,SMED3_DN142_c1_g1_i40.p1,1802
810ab83ca5d2867c61bd2f958423c3b9,SMED3_DN18917_c0_g1_i3.p1,1801
0b2efccffcb527c5e72b279f9ef38761,SMED3_DN10719_c1_g1_i19.p1,1800
29761d1b79542894c1475e5844fe22bc,SMED3_DN24412_c0_g1_i4.p1,1796
3ca7c5f7652203d1939d826de7ce0f08,SMED3_DN2037_c1_g1_i35.p1,1796
8e677a82120f91d4d21f445216157f77,SMED3_DN4345_c0_g2_i2.p1,1794
8bc2a24fe0e16aa4696a40da63e33066,SMED3_DN4119_c0_g2_i2.p1,1793
9f3960ef28f227a202a07412655d1cd4,SMED3_DN6356_c0_g1_i18.p1,1787
5f4d72f36f2bb4d881c04dcedf5ae54e,SMED3_DN8783_c0_g1_i13.p1,1779
d57331a132de8660ea3f8ec329e1ff92,SMED3_DN3015_c0_g1_i24.p1,1779
c0a6be6a7605f12a5761b8e462f7da65,SMED3_DN8077_c0_g1_i120.p1,1772
eb376dd12bd08f76245af1aac03ad293,SMED3_DN3764_c0_g3_i1.p1,1772
a28b828022d9b341c0fc62eb4956664a,SMED3_DN17665_c4_g1_i1.p1,1772
4daa7148f36fcc9651a248265374b177,SMED3_DN24809_c0_g1_i5.p1,1770
bbda713c4eafa3a4a0af2c2560d25e17,SMED3_DN6658_c0_g1_i4.p1,1766
f3aabaf97a4b568cca8b92e8dcf21f70,SMED3_DN17665_c0_g2_i2.p1,1766
6b561ae73eaff401c5b9203029721fc0,SMED3_DN1977_c0_g1_i1.p1,1766
7d3c77cfa86e63a91dc4b807d85f5a55,SMED3_DN3384_c0_g1_i1.p1,1765
c828cf85f0cef5e40ebd430784775f6c,SMED3_DN3967_c0_g2_i2.p1,1763
08a845e0aaabe4b4aa976ab170b595a3,SMED3_DN41107_c0_g2_i6.p1,1763
019431878348f5307a6491115728b771,SMED3_DN5049_c2_g1_i8.p1,1759
de9a3a922aac08fb6b3db21da1444f9a,SMED3_DN7519_c0_g1_i1.p1,1758
43c4d7cadbdc78cb31ce1bd212fd745d,SMED3_DN5294_c0_g1_i2.p1,1757
c35d158e20a1de4cb24768ed9f251f1c,SMED3_DN229_c0_g1_i7.p1,1753
de32ae2d0c74f20482650a99c4eab887,SMED3_DN2576_c0_g1_i52.p1,1751
a2118c0fec27d8925248459bf3745193,SMED3_DN2776_c0_g1_i1.p1,1751
6629ea77b051bbefbbba77598626a65c,SMED3_DN11722_c0_g1_i11.p1,1746
9fe241be67701ee314ad8174121043eb,SMED3_DN2270_c1_g1_i7.p1,1745
779c2f734515d98a58b7d8a53635059e,SMED3_DN11237_c0_g4_i3.p1,1742
